model,dataset,question_id,question,sql_time_s,nlp_time_s,total_time_s,gpu_energy_j,total_energy_j,avg_power_w,carbon_gco2eq,generated_at
gemma3:4b,finance_economics,question_11,"Number of days which the closing price is higher than the open price of Dow Jones, S&P 500, NASDAQ",0.0467,4.6307,4.6774,0.0,26.3302,5.63,2.9256,2025-11-26 19:36:26
gemma3:4b,finance_economics,question_12,The annual consumer spending from 2000 to 2008,0.0324,13.4159,13.4483,0.0,74.3238,5.53,8.2582,2025-11-26 19:36:40
gemma3:4b,finance_economics,question_13,The annual growth rate of consumer confidence index from 2000 to 2008,0.0325,8.6701,8.7026,0.0,45.3564,5.21,5.0396,2025-11-26 19:36:49
gemma3:4b,finance_economics,question_14,Ratio of days having negative gdp growth to total days,0.0363,4.1995,4.2358,0.0,21.0068,4.96,2.3341,2025-11-26 19:36:54
gemma3:4b,finance_economics,question_15,The average bankruptcy rate and M&A deals by year,0.034,8.0246,8.0586,0.0,43.5979,5.41,4.8442,2025-11-26 19:37:02
gemma3:4b,finance_economics,question_16,Number of days where the gdp growth is negative,0.0366,2.1815,2.2181,0.0,18.1957,8.2,2.0217,2025-11-26 19:37:04
gemma3:4b,finance_economics,question_17,"Average monthly trading volume of NASDAQ, S&P 500, Dow Jones",0.0364,11.959,11.9954,0.0,70.6002,5.89,7.8444,2025-11-26 19:37:16
gemma3:4b,finance_economics,question_18,Which year has the highest average consumer confidence index?,0.0327,4.7675,4.8002,0.0,24.7835,5.16,2.7537,2025-11-26 19:37:21
gemma3:4b,finance_economics,question_19,The annual average venture capital funding by year,0.0324,9.7116,9.744,0.0,51.0348,5.24,5.6706,2025-11-26 19:37:31
gemma3:4b,finance_economics,question_2,"The open price, close price, trading volume of Feb 20, 2000",0.0327,4.8003,4.833,0.0,23.4727,4.86,2.6081,2025-11-26 19:37:36
gemma3:4b,finance_economics,question_20,The ratio of government debt to consumer spending by year,0.0322,10.5272,10.5594,0.0,57.4585,5.44,6.3842,2025-11-26 19:37:47
gemma3:4b,finance_economics,question_21,Average gold price by year,0.0352,8.4593,8.4945,0.0,39.4004,4.64,4.3778,2025-11-26 19:37:56
gemma3:4b,finance_economics,question_22,"2008 was the year of global financial crisis. Evaluate some indicators that signaled this recession, and propose a risk mitigation strategy for stock investing",0.0304,83.9673,83.9977,0.0,423.4019,5.04,47.0447,2025-11-26 19:39:20
gemma3:4b,finance_economics,question_23,Does government debt effect GDP growth? Analyze the given data and recommend policymakers on how to create positive gdp growth,0.0607,46.247,46.3077,0.0,233.4319,5.04,25.9369,2025-11-26 19:40:07
gemma3:4b,finance_economics,question_24,Low interest rate leads to risky money flow into stock and consumer spending. Evaluate the data to verify the accuracy of this statement. ,0.0492,7.9538,8.003,0.0,36.6693,4.58,4.0743,2025-11-26 19:40:15
gemma3:4b,finance_economics,question_25,"Analyze the past performance of all the asset types, stock, commodity, real estate, forex and propose which type of asset is worth to invest in based on investors' risk apetite",0.0285,7.4693,7.4978,0.0,42.0354,5.61,4.6706,2025-11-26 19:40:23
gemma3:4b,finance_economics,question_26,Evaluate the relationship between inflation rate and consumer spending,0.0297,23.2504,23.2801,0.0,113.7079,4.88,12.6343,2025-11-26 19:40:46
gemma3:4b,finance_economics,question_27,"Which stock indexes should investors invest in? Analyze NASDAQ, S&P 500, Dow Jones performances",0.0447,13.2286,13.2733,0.0,84.3843,6.36,9.376,2025-11-26 19:41:00
gemma3:4b,finance_economics,question_28,"What is the relationship between interest rate, unemployment rate and corporate profits? Propose strategy for policymakers to promote corporate activities",0.0309,51.9623,51.9932,0.0,380.5294,7.32,42.2811,2025-11-26 19:41:52
gemma3:4b,finance_economics,question_29,"venture capital funding is private fundraising, wheras stock index activities is public fundraising. Which fundraising channel is more active in US, explain the reasons",0.058,26.608,26.666,0.0,171.9822,6.45,19.1091,2025-11-26 19:42:19
gemma3:4b,finance_economics,question_3,"The gold price, crude oil price, real estate index of Jan 1, 2008",0.0553,7.4416,7.4969,0.0,92.2779,12.31,10.2531,2025-11-26 19:42:26
gemma3:4b,finance_economics,question_30,"Recommend asset classes to invest when the USD currency is appreciated, and when it is depreciated",0.0444,8.5038,8.5482,0.0,71.1549,8.32,7.9061,2025-11-26 19:42:35
gemma3:4b,finance_economics,question_31,"When it is best to invest in real estate in terms of interest rate environment, stock performance and unemployment context?",0.0324,79.0372,79.0696,0.0,414.3919,5.24,46.0435,2025-11-26 19:43:54
gemma3:4b,finance_economics,question_4,"The consumer confidence index of 24 December, 2007",0.0567,4.2358,4.2925,0.0,21.7019,5.06,2.4113,2025-11-26 19:43:59
gemma3:4b,finance_economics,question_5,"The date, stock index on which stock index reached the highest Daily High",0.0376,5.0512,5.0888,0.0,23.9965,4.72,2.6663,2025-11-26 19:44:04
gemma3:4b,finance_economics,question_6,"The date, gold price, crude oil price and gdp growth where unemployment rate reached the highest",0.0353,7.0693,7.1046,0.0,41.2339,5.8,4.5816,2025-11-26 19:44:12
gemma3:4b,finance_economics,question_7,"The date, forex US/EUR, US/JPY where gdp growth is negative",0.0355,11.4496,11.4851,0.0,61.1151,5.32,6.7906,2025-11-26 19:44:23
gemma3:4b,finance_economics,question_8,The date where trading volumne is the largest,0.0409,2.5692,2.6101,0.0,19.2036,7.36,2.1338,2025-11-26 19:44:26
gemma3:4b,finance_economics,question_9,"The date, consumer confidence index, consumer spending where the bankruptcy rate is highest",0.0394,11.7193,11.7587,0.0,66.6316,5.67,7.4035,2025-11-26 19:44:38
gemma3:4b,global_development,question_1,What is the digital readiness score of South Asia in 2020?,0.0355,4.1348,4.1703,0.0,23.9759,5.75,2.664,2025-11-26 19:44:43
gemma3:4b,global_development,question_10,What is the unemployment rate of US in 2020?,0.0369,2.6035,2.6404,0.0,13.3655,5.06,1.4851,2025-11-26 19:44:45
gemma3:4b,global_development,question_11,To what extent has the world's GDP per capita grown between 2000 and 2020?,0.0316,3.6992,3.7308,0.0,19.1433,5.13,2.127,2025-11-26 19:44:49
gemma3:4b,global_development,question_12,What is the average economic opportunity index of low and indebt countries?,0.0358,2.5004,2.5362,0.0,13.0666,5.15,1.4519,2025-11-26 19:44:52
gemma3:4b,global_development,question_13,How many countries has the gdp per capita lower than the world in 2019?,0.0386,2.9693,3.0079,0.0,20.599,6.85,2.2888,2025-11-26 19:44:55
gemma3:4b,global_development,question_14,Which country has the highest health expenditure per capita in 2020?,0.0377,5.6177,5.6554,0.0,33.0263,5.84,3.6696,2025-11-26 19:45:01
gemma3:4b,global_development,question_15,How many countries are in lower middle income group as in 2020?,0.0405,3.6533,3.6938,0.0,28.3729,7.68,3.1526,2025-11-26 19:45:05
gemma3:4b,global_development,question_16,What is the average digital readiness score of high income countries in 2019?,0.027,3.0961,3.1231,0.0,15.7706,5.05,1.7523,2025-11-26 19:45:08
gemma3:4b,global_development,question_17,Which country has the lowest global resilience score?,0.0382,1.985,2.0232,0.0,15.9225,7.87,1.7692,2025-11-26 19:45:11
gemma3:4b,global_development,question_18,What is the highest energy per capita score in 2020? In which country,0.0286,2.6604,2.689,0.0,13.1943,4.91,1.466,2025-11-26 19:45:14
gemma3:4b,global_development,question_19,What country has the longest period of deflation? Deflation is known as when the inflation is negative,0.0378,3.5989,3.6367,0.0,19.5852,5.39,2.1762,2025-11-26 19:45:17
gemma3:4b,global_development,question_2,Country with the highest global development resilience score in 2020,0.0364,2.6799,2.7163,0.0,19.1886,7.06,2.1321,2025-11-26 19:45:20
gemma3:4b,global_development,question_20,Which country has the highest gdp per capita among lower middle income group?,0.0354,8.1433,8.1787,0.0,44.4452,5.43,4.9383,2025-11-26 19:45:29
gemma3:4b,global_development,question_21,Number of countries have higher economic opportunity than the world,0.0468,2.6973,2.7441,0.0,13.6368,4.97,1.5152,2025-11-26 19:45:32
gemma3:4b,global_development,question_22,"Looking at the green transition score of all the countries and regions over the years, what is the common patterns?",0.0457,25.2704,25.3161,0.0,127.6191,5.04,14.1799,2025-11-26 19:45:57
gemma3:4b,global_development,question_23,Explain for me the correlations of human development index and gdp per capita,0.0531,8.2586,8.3117,0.0,45.961,5.53,5.1067,2025-11-26 19:46:06
gemma3:4b,global_development,question_24,Evaluate the differences in digital readiness of South Asia compared to Europe region,0.0348,8.981,9.0158,0.0,47.599,5.28,5.2887,2025-11-26 19:46:15
gemma3:4b,global_development,question_25,Is there any correlation between governance quality and digital readiness score of South Asia?,0.04,2.8192,2.8592,0.0,17.0023,5.95,1.8891,2025-11-26 19:46:18
gemma3:4b,global_development,question_26,Does the school enrolment in secondary affect the HDI in South Asia?,0.086,14.1359,14.2219,0.0,78.0461,5.49,8.6718,2025-11-26 19:46:33
gemma3:4b,global_development,question_27,What is the relationship of the FDI percentage of gdp and economic grow in middle and low income group?,0.039,4.6465,4.6855,0.0,24.1443,5.15,2.6827,2025-11-26 19:46:37
gemma3:4b,global_development,question_28,"Compare the economic opportunity index of high income, middlie income groups and the world",0.0337,6.7633,6.797,0.0,32.6309,4.8,3.6257,2025-11-26 19:46:44
gemma3:4b,global_development,question_29,Is the weather vulnerability related to the child mortality in high income country?,0.0302,6.6362,6.6664,0.0,38.6928,5.8,4.2992,2025-11-26 19:46:51
gemma3:4b,global_development,question_3,What is the human development index score of Vietnam in 2019?,0.0392,2.7273,2.7665,0.0,13.7967,4.99,1.533,2025-11-26 19:46:54
gemma3:4b,global_development,question_30,Do countries with high weather vulnerability score have higher green transition scores? Explain for me the implication,0.0344,56.9166,56.951,0.0,300.7924,5.28,33.4214,2025-11-26 19:47:52
gemma3:4b,global_development,question_31,What is the relationship between unemployment rate and inflation of US through years?,0.0759,20.578,20.6539,0.0,100.9642,4.89,11.2182,2025-11-26 19:48:12
gemma3:4b,global_development,question_4,What is the inflation rate of Vietnam in 2009?,0.0529,2.7906,2.8435,0.0,14.1274,4.97,1.5697,2025-11-26 19:48:15
gemma3:4b,global_development,question_5,What is the unemployment rate of Europe region in 2008?,0.0312,3.237,3.2682,0.0,18.9605,5.8,2.1067,2025-11-26 19:48:19
gemma3:4b,global_development,question_6,What is the life expectancy of Japan in 2020?,0.0346,2.4347,2.4693,0.0,14.4427,5.85,1.6047,2025-11-26 19:48:22
gemma3:4b,global_development,question_7,What is the economic opportunity index of indebt countries group in 2020?,0.0359,67.5318,67.5677,0.0,343.3848,5.08,38.1539,2025-11-26 19:49:29
gemma3:4b,global_development,question_8,What is the gpd per capita of OECD group in 2019?,0.053,6.5692,6.6222,0.0,31.9693,4.83,3.5522,2025-11-26 19:49:36
gemma3:4b,global_development,question_9,What is the green transition score of lower middle income group in 2020?,0.0357,4.0307,4.0664,0.0,20.9373,5.15,2.3263,2025-11-26 19:49:41
gemma3:4b,happiness_record,question_1,What is the positive affect of US in 2008?,0.0348,3.524,3.5588,0.0,23.6011,6.63,2.6224,2025-11-26 19:49:44
gemma3:4b,happiness_record,question_10,What is the Confidence In National Government of Singapore in 2022?,0.0327,3.5674,3.6001,0.0,18.9268,5.26,2.103,2025-11-26 19:49:48
gemma3:4b,happiness_record,question_11,What is the average positive affect of all countries in 2008?,0.0309,2.7434,2.7743,0.0,14.3215,5.16,1.5913,2025-11-26 19:49:51
gemma3:4b,happiness_record,question_12,What is the average life ladder of Asia countries in 2022?,0.0431,3.3589,3.402,0.0,16.5155,4.85,1.835,2025-11-26 19:49:55
gemma3:4b,happiness_record,question_13,Which country has the highest average long gdp per capita through years?,0.0332,15.7465,15.7797,0.0,80.1597,5.08,8.9066,2025-11-26 19:50:11
gemma3:4b,happiness_record,question_14,Which country has the lowest average social support score over years?,0.0459,9.8453,9.8912,0.0,53.9733,5.46,5.997,2025-11-26 19:50:21
gemma3:4b,happiness_record,question_15,What is the average Healthy Life Expectancy At Birth of the world after 2020? ,0.0356,3.1029,3.1385,0.0,15.8166,5.04,1.7574,2025-11-26 19:50:24
gemma3:4b,happiness_record,question_16,Which country has the highest freedom to make choices index? What region is it from? ,0.0364,6.0681,6.1045,0.0,34.864,5.71,3.8737,2025-11-26 19:50:31
gemma3:4b,happiness_record,question_17,How many countries have higher average generiosity over years compared to the world' average?,0.0582,2.6309,2.6891,0.0,16.9217,6.29,1.8802,2025-11-26 19:50:33
gemma3:4b,happiness_record,question_18,Which region has the highest average perceptions of corruption?,0.0378,2.7567,2.7945,0.0,14.5922,5.22,1.6213,2025-11-26 19:50:36
gemma3:4b,happiness_record,question_19,Which country has the highest average negative affect in 2022? ,0.0318,3.8354,3.8672,0.0,21.721,5.62,2.4135,2025-11-26 19:50:41
gemma3:4b,happiness_record,question_2,What is the life ladder of Vietnam in 2022?,0.0367,2.5353,2.572,0.0,13.0332,5.07,1.4481,2025-11-26 19:50:43
gemma3:4b,happiness_record,question_20,What is the average Confidence In National Government score of Vietnam over years?,0.0309,2.8212,2.8521,0.0,19.0692,6.69,2.1188,2025-11-26 19:50:46
gemma3:4b,happiness_record,question_21,What are the countries having confidence in national goverment higher than world average in 2022?,0.0383,4.3289,4.3672,0.0,22.9577,5.26,2.5509,2025-11-26 19:50:51
gemma3:4b,happiness_record,question_22,Interpret for me the current trend in positive affect of the world from 2008 to 2022?,0.0347,16.4073,16.442,0.0,85.4913,5.2,9.4991,2025-11-26 19:51:08
gemma3:4b,happiness_record,question_23,Comparing the life ladder of Asia and Europe to tell me which region is worth to live?,0.0516,11.2846,11.3362,0.0,60.4512,5.33,6.7168,2025-11-26 19:51:19
gemma3:4b,happiness_record,question_24,Are countries with higher long gdp per capita likely to have higher positive effect over years? Comparing the data to evaluate ,0.042,20.896,20.938,0.0,100.5038,4.8,11.1671,2025-11-26 19:51:40
gemma3:4b,happiness_record,question_25,Does lack of social support lead to higher negative affect over years? ,0.0455,26.8459,26.8914,0.0,138.7943,5.16,15.4216,2025-11-26 19:52:07
gemma3:4b,happiness_record,question_26,"Analyze the trend of Healthy Life Expectancy At Birth by region (Asia, Europe, North America)",0.0547,6.2964,6.3511,0.0,30.4851,4.8,3.3873,2025-11-26 19:52:14
gemma3:4b,happiness_record,question_27,Evaluate for me the relationship between freedom to make choices and positive affect of Asia and North America countries. Explain the reasons.,0.0451,7.9001,7.9452,0.0,42.0738,5.3,4.6749,2025-11-26 19:52:22
gemma3:4b,happiness_record,question_28,What is the current movement of generiosity of Asian countries over years? Explain the reasons.,0.031,41.4771,41.5081,0.0,227.7238,5.49,25.3026,2025-11-26 19:53:04
gemma3:4b,happiness_record,question_29,What is the relationship of percptions of corruption and confidence in national government?,0.0503,22.8024,22.8527,0.0,122.5954,5.36,13.6217,2025-11-26 19:53:27
gemma3:4b,happiness_record,question_3,What is the long GDP per capita of China in 2009?,0.0599,3.1436,3.2035,0.0,15.6666,4.89,1.7408,2025-11-26 19:53:30
gemma3:4b,happiness_record,question_30,Do high long gdp per capita countries have higher negative affects? Explain the results.,0.0277,40.8937,40.9214,0.0,206.2585,5.04,22.9176,2025-11-26 19:54:12
gemma3:4b,happiness_record,question_31,How differences in Confidence In National Government score comparing all the regions? Evaluate the importance of governance trust on positive affects.,0.0523,27.3505,27.4028,0.0,138.2586,5.05,15.3621,2025-11-26 19:54:39
gemma3:4b,happiness_record,question_4,What is the social support index of Germany in 2008?,0.0556,2.5954,2.651,0.0,12.9796,4.9,1.4422,2025-11-26 19:54:42
gemma3:4b,happiness_record,question_5,What is the Healthy Life Expectancy At Birth of Japan in 2020?,0.0395,2.7609,2.8004,0.0,13.8282,4.94,1.5365,2025-11-26 19:54:45
gemma3:4b,happiness_record,question_6,What is the Freedom To Make Life Choices of Vietnam in 2018?,0.0325,4.1834,4.2159,0.0,25.9643,6.16,2.8849,2025-11-26 19:54:50
gemma3:4b,happiness_record,question_7,What is the generiosity score of Singapore in 2022?,0.0397,3.9824,4.0221,0.0,19.441,4.83,2.1601,2025-11-26 19:54:54
gemma3:4b,happiness_record,question_8,What is the Perceptions Of Corruption of Ecuador in 2008?,0.0341,3.1906,3.2247,0.0,15.1053,4.68,1.6784,2025-11-26 19:54:57
gemma3:4b,happiness_record,question_9,What is the negative affect of Japan in 2022?,0.0315,3.1823,3.2138,0.0,16.0342,4.99,1.7816,2025-11-26 19:55:01
gemma3n:e4b,country_income,question_1,What is the gini recalculated of Vietnam in 2015?,0.0425,13.1818,13.2243,0.0,128.4669,9.71,14.2741,2025-11-26 19:55:14
gemma3n:e4b,country_income,question_10,What is the net income of each category of Vietnam in 2015?,0.0616,9.4207,9.4823,0.0,56.1819,5.92,6.2424,2025-11-26 19:55:24
gemma3n:e4b,country_income,question_11,What is the average of gini recalcuated score of Vietnam by year?,0.0424,9.624,9.6664,0.0,51.0332,5.28,5.6704,2025-11-26 19:55:34
gemma3n:e4b,country_income,question_12,Top 5 country that have highest gini recalulated in 2015,0.0504,13.0596,13.11,0.0,74.136,5.65,8.2373,2025-11-26 19:55:47
gemma3n:e4b,country_income,question_13,Top 5 country of which d1 category has highest net income in 2015,0.0554,8.3584,8.4138,0.0,47.4476,5.64,5.2719,2025-11-26 19:55:56
gemma3n:e4b,country_income,question_14,How many countries have gini recalculated lower than the world average in 2015?,0.0616,4.1938,4.2554,0.0,29.0037,6.82,3.2226,2025-11-26 19:56:00
gemma3n:e4b,country_income,question_15,What is the average of d10 net income of Vietnam over years?,0.0509,7.639,7.6899,0.0,43.0719,5.6,4.7858,2025-11-26 19:56:08
gemma3n:e4b,country_income,question_16,What is the total net income of d5 to d9 groups of Vietnam in 2015?,0.0543,10.663,10.7173,0.0,91.6839,8.55,10.1871,2025-11-26 19:56:19
gemma3n:e4b,country_income,question_17,What is the average gini recalculated score of top 5 countries having highest population in 2015?,0.0338,18.6859,18.7197,0.0,99.6723,5.32,11.0747,2025-11-26 19:56:38
gemma3n:e4b,country_income,question_18,Calculate the average gini of countries by region ID in 2015,0.0781,51.4388,51.5169,0.0,291.2233,5.65,32.3582,2025-11-26 19:57:30
gemma3n:e4b,country_income,question_19,What is the growth rate of gini recalculated of Vietnam for each year?,0.0618,12.9122,12.974,0.0,69.6646,5.37,7.7405,2025-11-26 19:57:43
gemma3n:e4b,country_income,question_2,What is the net income of d10 category of US in 2015?,0.054,7.0712,7.1252,0.0,49.6433,6.97,5.516,2025-11-26 19:57:50
gemma3n:e4b,country_income,question_20,The average gini recalculated of the world in 2015,0.0486,8.7247,8.7733,0.0,48.8538,5.57,5.4282,2025-11-26 19:57:59
gemma3n:e4b,country_income,question_21,What is the ratio of net income of d10 to d1 group of Singapore in 2015?,0.0304,9.1681,9.1985,0.0,45.6391,4.96,5.0711,2025-11-26 19:58:09
gemma3n:e4b,country_income,question_22,Vietnam released economic reformation policy named 'Doi Moi' from 1986 to 2000. Evaluate the effectiveness of the policy based on the gini score trend of the country in 2 phases: Before 1986 and after 1986,0.0518,15.8168,15.8686,0.0,92.6396,5.84,10.2932,2025-11-26 19:58:25
gemma3n:e4b,country_income,question_23,Analyze the trend of world's income inequality across region from 1967 to 2015.,0.0549,27.7754,27.8303,0.0,152.7671,5.49,16.9741,2025-11-26 19:58:53
gemma3n:e4b,country_income,question_25,The financial crisis happened in 2008. Evaluate the income inequality before and after the event in US.,0.0729,11.8709,11.9438,0.0,65.6322,5.5,7.2924,2025-11-26 19:59:05
gemma3n:e4b,country_income,question_26,Analyze the trend of income inequality and gdp per capita of Singapore from 1970 onward.,0.0547,23.1704,23.2251,0.0,116.2632,5.01,12.9182,2025-11-26 19:59:28
gemma3n:e4b,country_income,question_27,Does population affect income inequality? Analyze gini index of China through years to explain,0.0561,33.3035,33.3596,0.0,181.5281,5.44,20.1698,2025-11-26 20:00:02
gemma3n:e4b,country_income,question_28,Comparing the gini index of China and US over years to evaluate which country has higher income inequality,0.0544,34.0439,34.0983,0.0,195.6273,5.74,21.7364,2025-11-26 20:00:36
gemma3n:e4b,country_income,question_29,Which region ID has high income inequality? Explain reasons behind it,0.0812,25.6332,25.7144,0.0,133.7699,5.2,14.8633,2025-11-26 20:01:02
gemma3n:e4b,country_income,question_3,What is the net income of d1 category of Thailand in 2009?,0.0682,4.0536,4.1218,0.0,21.4706,5.21,2.3857,2025-11-26 20:01:06
gemma3n:e4b,country_income,question_30,"What are the common patterns can be observed from countries with high income inequality in 2015, knowing gini greater than 0.4 is considered as high inequality",0.0343,64.4736,64.5079,0.0,335.4572,5.2,37.273,2025-11-26 20:02:11
gemma3n:e4b,country_income,question_31,"Evaluate the net income gap between low income group d1 to d4, middle income group d5 to d9 and high income group d10 in Vietnam and propose improvement plan",0.0862,13.0605,13.1467,0.0,67.0056,5.1,7.4451,2025-11-26 20:02:25
gemma3n:e4b,country_income,question_4,What is the net income of d10 group of Singapore in 1970?,0.055,4.0623,4.1173,0.0,20.5689,5.0,2.2855,2025-11-26 20:02:29
gemma3n:e4b,country_income,question_5,What is the population of China in 2000?,0.0472,5.9827,6.0299,0.0,34.6434,5.75,3.8492,2025-11-26 20:02:35
gemma3n:e4b,country_income,question_6,What is the gdp per capita of Sweden in 2015?,0.0495,4.4361,4.4856,0.0,23.081,5.15,2.5646,2025-11-26 20:02:40
gemma3n:e4b,country_income,question_7,Distinct list of region ID,0.0389,20.2304,20.2693,0.0,113.5529,5.6,12.617,2025-11-26 20:03:00
gemma3n:e4b,country_income,question_8,All the countries have gini recalculated greater than 0.4 in 2015,0.0605,12.4777,12.5382,0.0,74.8005,5.97,8.3111,2025-11-26 20:03:13
gemma3n:e4b,country_income,question_9,"What is the gpd per capita, population and gini coefficient of Vietnam in 2010?",0.0453,11.0485,11.0938,0.0,58.1262,5.24,6.4585,2025-11-26 20:03:24
gemma3n:e4b,finance_economics,question_1,"The inflation rate of November 28, 2008",0.0352,12.8946,12.9298,0.0,70.4245,5.45,7.8249,2025-11-26 20:03:38
gemma3n:e4b,finance_economics,question_10,"The unemployment rate, interest rate, inflation rate, the date where Dow Jones has top trading volume",0.0331,58.4077,58.4408,0.0,306.6011,5.25,34.0668,2025-11-26 20:04:36
gemma3n:e4b,finance_economics,question_11,"Number of days which the closing price is higher than the open price of Dow Jones, S&P 500, NASDAQ",0.0665,87.0284,87.0949,0.0,445.9608,5.12,49.5512,2025-11-26 20:06:04
gemma3n:e4b,finance_economics,question_12,The annual consumer spending from 2000 to 2008,0.0845,1668.0704,1668.1549,0.0,38633.1143,23.16,4292.5683,2025-11-26 21:16:16
gemma3n:e4b,finance_economics,question_13,The annual growth rate of consumer confidence index from 2000 to 2008,0.1117,1111.7471,1111.8588,0.0,28283.5565,25.44,3142.6174,2025-11-26 21:34:48
gemma3n:e4b,finance_economics,question_14,Ratio of days having negative gdp growth to total days,0.1593,4.7696,4.9289,0.0,49.1826,9.98,5.4648,2025-11-26 21:34:53
gemma3n:e4b,finance_economics,question_15,The average bankruptcy rate and M&A deals by year,0.0401,6.8391,6.8792,0.0,51.7367,7.52,5.7485,2025-11-26 21:35:01
gemma3n:e4b,finance_economics,question_16,Number of days where the gdp growth is negative,0.0348,9.244,9.2788,0.0,82.3041,8.87,9.1449,2025-11-26 21:35:10
gemma3n:e4b,finance_economics,question_17,"Average monthly trading volume of NASDAQ, S&P 500, Dow Jones",0.0399,8.821,8.8609,0.0,86.1222,9.72,9.5691,2025-11-26 21:35:19
gemma3n:e4b,finance_economics,question_18,Which year has the highest average consumer confidence index?,0.0402,2.0315,2.0717,0.0,17.3468,8.37,1.9274,2025-11-26 21:35:21
gemma3n:e4b,finance_economics,question_19,The annual average venture capital funding by year,0.0325,12.1436,12.1761,0.0,105.6315,8.68,11.7369,2025-11-26 21:35:34
gemma3n:e4b,finance_economics,question_2,"The open price, close price, trading volume of Feb 20, 2000",0.038,3.6866,3.7246,0.0,33.0009,8.86,3.6668,2025-11-26 21:35:38
gemma3n:e4b,finance_economics,question_20,The ratio of government debt to consumer spending by year,0.0334,21.0067,21.0401,0.0,202.8629,9.64,22.5403,2025-11-26 21:35:59
gemma3n:e4b,finance_economics,question_21,Average gold price by year,0.0652,15.4748,15.54,0.0,171.8536,11.06,19.0949,2025-11-26 21:36:15
gemma3n:e4b,finance_economics,question_22,"2008 was the year of global financial crisis. Evaluate some indicators that signaled this recession, and propose a risk mitigation strategy for stock investing",0.0566,15.6903,15.7469,0.0,158.1333,10.04,17.5704,2025-11-26 21:36:31
gemma3n:e4b,finance_economics,question_23,Does government debt effect GDP growth? Analyze the given data and recommend policymakers on how to create positive gdp growth,0.0544,39.1933,39.2477,0.0,419.1923,10.68,46.5769,2025-11-26 21:37:10
gemma3n:e4b,finance_economics,question_24,Low interest rate leads to risky money flow into stock and consumer spending. Evaluate the data to verify the accuracy of this statement. ,0.0665,7.6555,7.722,0.0,78.9219,10.22,8.7691,2025-11-26 21:37:18
gemma3n:e4b,finance_economics,question_25,"Analyze the past performance of all the asset types, stock, commodity, real estate, forex and propose which type of asset is worth to invest in based on investors' risk apetite",0.0324,19.4855,19.5179,0.0,198.3488,10.16,22.0387,2025-11-26 21:37:38
gemma3n:e4b,finance_economics,question_26,Evaluate the relationship between inflation rate and consumer spending,0.0511,17.1456,17.1967,0.0,185.8979,10.81,20.6553,2025-11-26 21:37:55
gemma3n:e4b,finance_economics,question_27,"Which stock indexes should investors invest in? Analyze NASDAQ, S&P 500, Dow Jones performances",0.0487,11.1322,11.1809,0.0,121.6909,10.88,13.5212,2025-11-26 21:38:07
gemma3n:e4b,finance_economics,question_28,"What is the relationship between interest rate, unemployment rate and corporate profits? Propose strategy for policymakers to promote corporate activities",0.0369,31.9531,31.99,0.0,339.0215,10.6,37.6691,2025-11-26 21:38:39
gemma3n:e4b,finance_economics,question_29,"venture capital funding is private fundraising, wheras stock index activities is public fundraising. Which fundraising channel is more active in US, explain the reasons",0.0714,15.2773,15.3487,0.0,171.2802,11.16,19.0311,2025-11-26 21:38:54
gemma3n:e4b,finance_economics,question_3,"The gold price, crude oil price, real estate index of Jan 1, 2008",0.0576,3.6927,3.7503,0.0,36.6138,9.76,4.0682,2025-11-26 21:38:58
gemma3n:e4b,finance_economics,question_30,"Recommend asset classes to invest when the USD currency is appreciated, and when it is depreciated",0.0324,8.5704,8.6028,0.0,89.8415,10.44,9.9824,2025-11-26 21:39:07
gemma3n:e4b,finance_economics,question_31,"When it is best to invest in real estate in terms of interest rate environment, stock performance and unemployment context?",0.0344,37.5597,37.5941,0.0,363.9552,9.68,40.4395,2025-11-26 21:39:45
gemma3n:e4b,finance_economics,question_4,"The consumer confidence index of 24 December, 2007",0.0723,2.3052,2.3775,0.0,17.2104,7.24,1.9122,2025-11-26 21:39:48
gemma3n:e4b,finance_economics,question_5,"The date, stock index on which stock index reached the highest Daily High",0.0309,2.109,2.1399,0.0,18.4391,8.62,2.0488,2025-11-26 21:39:50
gemma3n:e4b,finance_economics,question_6,"The date, gold price, crude oil price and gdp growth where unemployment rate reached the highest",0.0308,3.6286,3.6594,0.0,30.0627,8.22,3.3403,2025-11-26 21:39:54
gemma3n:e4b,finance_economics,question_7,"The date, forex US/EUR, US/JPY where gdp growth is negative",0.038,77.4619,77.4999,0.0,675.8564,8.72,75.0952,2025-11-26 21:41:11
gemma3n:e4b,finance_economics,question_8,The date where trading volumne is the largest,0.063,2.6247,2.6877,0.0,28.1803,10.48,3.1312,2025-11-26 21:41:14
gemma3n:e4b,finance_economics,question_9,"The date, consumer confidence index, consumer spending where the bankruptcy rate is highest",0.0343,7.9279,7.9622,0.0,66.8399,8.39,7.4267,2025-11-26 21:41:23
gemma3n:e4b,global_development,question_1,What is the digital readiness score of South Asia in 2020?,0.0552,5.5526,5.6078,0.0,47.7235,8.51,5.3026,2025-11-26 21:41:28
gemma3n:e4b,global_development,question_10,What is the unemployment rate of US in 2020?,0.0315,6.0622,6.0937,0.0,42.1006,6.91,4.6779,2025-11-26 21:41:35
gemma3n:e4b,global_development,question_11,To what extent has the world's GDP per capita grown between 2000 and 2020?,0.0329,13.6807,13.7136,0.0,118.986,8.68,13.2206,2025-11-26 21:41:49
